"date","fips","state","cases","deaths","State.of.emergency","Date.closed.K.12.schools","Closed.day.cares","Date.banned.visitors.to.nursing.homes","Stay.at.home..shelter.in.place","End.relax.stay.at.home.shelter.in.place","Closed.non.essential.businesses","Reopen.businesses","Religious.Gatherings.Exempt.Without.Clear.Social.Distance.Mandate.","Mandate.face.mask.use.by.all.individuals.in.public.spaces","Mandate.face.mask.use.by.employees.in.essential.businesses","Alcohol.Liquor.Stores.Open","Keep.Firearms.Sellers.Open","Closed.restaurants.except.take.out","Reopen.restaurants","Closed.gyms","Repened.gyms","Closed.movie.theaters","Reopened.movie.theaters","Stop.Initiation.of.Evictions.overall.or.due.to.COVID.related.issues","Stop.enforcement.of.evictions.overall.or.due.to.COVID.related.issues","Renter.grace.period.or.use.of.security.deposit.to.pay.rent","Order.freezing.utility.shut.offs","Froze.mortgage.payments","Modify.Medicaid.requirements.with.1135.waivers..date.of.CMS.approval.","Reopened.ACA.enrollment.using.a.special.enrollment.period","Suspended.elective.medical.dental.procedures","Resumed.elective.medical.procedures","Waived.one.week.waiting.period.for.unemployment.insurance","Waive.work.search.requirement.for.unemployment.insurance","Expand.eligibility.of.unemployment.insurance.to.anyonewho.is.quarantined.and.or.taking.care.of.someone.who.is.quarantined","Expand.eligibility.of.unemployment.insurance.to.those.who.have.lost.childcare.school.closures","Extend.the.amount.of.time.an.individual.can.be.on.unemployment.insurance","Paid.sick.leave","Population.density.per.square.miles","Population.2018","Square.Miles","Number.Homeless..2019.","Percent.Unemployed..2018.","Percent.living.under.the.federal.poverty.line..2018.","Percent.at.risk.for.serious.illness.due.to.COVID","All.cause.deaths.2016","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered.ctp","hash","dateChecked","deaths.ctp","hospitalized","total","totalTestResults","posNeg","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","percentchangehours","percentchangebusinesses","ST","cases.nyt","deaths.nyt"
2020-03-24,22,"Louisiana",1388,46,2020-03-11,2020-03-13,NA,2020-03-12,2020-03-23,NA,2020-03-23,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-13,NA,2020-03-23,"0",2020-03-18,2020-04-27,2020-03-13,1,1,1,0,"0",88.97,4659978,52378,"2,941","6.4","18.6","42.1","44,306",1388,7215,NA,271,NA,NA,NA,NA,NA,NA,"ae625456c944c9cff54c9690466a68e937f61f64","2020-03-24T20:00:00Z",46,NA,8603,8603,8603,12,0,2439,216,2655,-43,-14,-19,-36,-42,18,-55,-40,"LA",1388,46
2020-03-24,23,"Maine",118,0,2020-03-15,2020-04-02,NA,NA,2020-04-01,NA,2020-03-25,NA,"0",2020-05-01,2020-05-01,1,1,2020-03-18,NA,2020-03-25,NA,2020-03-25,NA,NA,2020-04-16,NA,2020-03-16,NA,2020-04-07,"0",NA,2020-05-01,2020-03-18,1,1,0,0,"0",37.83,1338404,35380,"2,106","3.5","11.6","42.5","14,182",125,3014,NA,NA,NA,NA,NA,NA,NA,NA,"9f0c2d2a6bfd36968270dd1dce4ecdfcb0e894bd","2020-03-24T20:00:00Z",NA,NA,3139,3139,3139,0,0,223,18,241,-43,-17,-2,-40,-42,18,-54,-43,"ME",118,0
2020-03-24,24,"Maryland",349,4,2020-03-05,2020-03-16,2020-03-30,2020-04-05,2020-03-30,NA,2020-03-23,NA,"0",2020-04-18,2020-04-18,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-16,NA,2020-03-26,"4/1/2020",2020-03-24,NA,2020-01-01,1,1,0,0,"1",487.08,6042718,12406,"6,561","4.9","9","37.1","48,824",349,94,NA,NA,NA,NA,NA,NA,NA,NA,"266357ae1f44a606612441a5a7418a525dda2e4b","2020-03-24T20:00:00Z",3,NA,443,443,443,0,0,0,61,61,-38,-17,31,-51,-49,21,-52,-46,"MD",349,4
2020-03-24,25,"Massachusetts",1159,11,2020-03-10,2020-03-17,2020-03-23,2020-03-16,2020-03-24,NA,2020-03-24,NA,"0",2020-05-06,2020-05-06,1,0,2020-03-17,NA,2020-03-24,NA,2020-03-24,NA,2020-04-20,2020-04-20,NA,2020-03-24,NA,2020-03-26,"3/11/2020",2020-03-18,NA,2020-03-18,1,1,0,0,"1",653.98,6902149,10554,"18,471","4.8","10","34.6","56,961",1060,12714,NA,NA,94,NA,NA,NA,NA,NA,"9410b9703db5cd502e3d4a69df155f78582d5657","2020-03-24T20:00:00Z",26,94,13774,13774,13774,9,15,4451,382,4833,-49,-21,-2,-68,-55,24,-69,-51,"MA",1159,11
2020-03-24,26,"Michigan",1793,24,2020-03-10,2020-03-16,2020-03-24,2020-03-14,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-20,NA,2020-03-28,NA,2020-04-06,"0",2020-03-21,NA,2020-01-01,1,1,1,1,"1",103.36,9995915,96714,"8,575","5.3","14.1","41.2","96,231",6441,5796,NA,NA,NA,NA,NA,NA,NA,NA,"66254caf8469cb1c8d0754f0db17253a5d906c37","2020-03-24T20:00:00Z",24,NA,12237,12237,12237,9,0,1099,652,1751,-59,-29,3,-50,-57,25,-66,-54,"MI",1791,24
2020-03-24,27,"Minnesota",261,1,2020-03-13,2020-03-18,NA,2020-03-16,2020-03-28,NA,2020-03-28,2020-04-27,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,2020-03-24,2020-03-24,NA,NA,NA,2020-03-27,"3/20/2020",2020-03-23,NA,2020-04-06,0,1,1,0,"0",64.54,5611179,86936,"7,977","3.4","9.6","33.9","43,078",262,5550,NA,NA,21,NA,NA,NA,NA,NA,"4359be22f1d018582c52f57f0005ecd6da7e3697","2020-03-24T20:00:00Z",1,21,5812,5812,5812,0,4,1039,27,1066,-41,-14,22,-50,-42,20,-47,-40,"MN",262,1
2020-03-24,28,"Mississippi",320,1,2020-03-14,2020-03-20,NA,2020-03-24,2020-04-03,2020-04-27,2020-04-03,2020-04-27,"0",NA,NA,1,1,2020-03-24,NA,2020-03-24,NA,2020-03-24,NA,NA,2020-04-01,NA,2020-03-19,NA,2020-03-23,"3/24/2020",2020-03-19,2020-04-24,2020-03-21,1,1,0,0,"0",61.66,2986530,48432,"1,184","7.1","19.7","42.5","31,741",320,1552,NA,NA,86,NA,NA,NA,NA,NA,"4b6d159c684e2e8f23fc95e94397d786890afbd4","2020-03-24T20:00:00Z",1,86,1872,1872,1872,0,53,409,71,480,-28,-4,9,-13,-32,14,-44,-37,"MS",320,1
2020-03-24,29,"Missouri",257,7,2020-03-13,2020-03-23,NA,2020-04-06,2020-04-06,2020-05-04,NA,NA,"1",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,"0",NA,NA,NA,1,1,0,0,"0",87.89,6126452,69707,"6,179","4.2","13.2","40.5","59,873",183,369,NA,NA,NA,NA,NA,NA,NA,NA,"9e947531084071a07ed377efd8d57dac769fed9f","2020-03-24T20:00:00Z",3,NA,552,552,552,0,0,0,0,0,-44,-14,-16,-33,-42,18,-46,-37,"MO",255,5
2020-03-24,30,"Montana",51,0,2020-03-12,2020-03-16,NA,2020-03-15,2020-03-28,2020-04-26,2020-03-28,2020-04-27,"0",NA,NA,1,1,2020-03-20,2020-05-04,2020-03-20,NA,2020-03-20,NA,2020-03-30,2020-03-30,NA,2020-03-30,NA,2020-03-30,"0",NA,NA,2020-03-17,1,1,0,0,"0",7.22,1062305,147040,"1,357","3.5","13","39","9,905",46,1643,NA,NA,NA,NA,NA,NA,NA,NA,"fc865b228236789c9beaaf57416291a8b341f1ed","2020-03-24T20:00:00Z",NA,NA,1689,1689,1689,0,0,497,12,509,-35,-6,13,-22,-34,13,-39,-29,"MT",51,0
2020-03-24,31,"Nebraska",66,0,2020-03-13,2020-04-03,NA,NA,NA,NA,NA,NA,"0",NA,NA,1,1,2020-04-03,NA,2020-04-03,NA,2020-04-03,NA,2020-03-25,NA,NA,NA,NA,2020-04-02,"0",2020-04-03,2020-05-04,2020-03-17,1,1,0,0,"0",24.94,1929268,77348,"2365","3.5","11","36.6","16,217",52,975,NA,NA,NA,NA,NA,NA,NA,NA,"8b9d1afc73a62509d249a7f707364e01b05db6b1","2020-03-24T20:00:00Z",0,NA,1027,1027,1027,0,0,619,2,621,-32,-8,69,-14,-33,15,-32,-23,"NE",77,0
2020-03-24,32,"Nevada",278,4,2020-03-12,2020-03-16,NA,NA,2020-03-31,NA,2020-03-21,NA,"0",NA,NA,0,1,2020-03-21,NA,2020-03-21,NA,2020-03-21,NA,2020-03-29,NA,NA,NA,NA,2020-04-07,"3/17/2020",NA,NA,2020-03-18,1,0,0,0,"1",27.44,3034392,110572,"7,169","5.6","12.9","36.1","23,902",278,3954,NA,NA,NA,NA,NA,NA,NA,NA,"7850dc16931857b0e4f9b31620513a89c7ce8cda","2020-03-24T20:00:00Z",4,NA,4232,4232,4232,0,0,464,33,497,-40,-14,-36,-51,-50,19,-62,-49,"NV",315,6
2020-03-24,33,"New Hampshire",101,1,2020-03-13,2020-03-16,NA,2020-03-15,2020-03-28,NA,2020-03-28,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-27,NA,2020-03-28,NA,2020-03-17,2020-03-17,NA,2020-03-17,NA,2020-03-23,"0",NA,NA,2020-03-17,0,1,1,0,"0",145.09,1356458,9349,"1,396","3.6","7.6","40.5","12,203",101,1447,869,NA,11,NA,NA,NA,NA,NA,"eb6013bb5115cbbe92d9b4d3830dd1fc8f64c164","2020-03-24T20:00:00Z",1,11,2417,1548,1548,1,11,73,23,96,-42,-16,-7,-36,-45,21,-61,-44,"NH",108,1
2020-03-24,34,"New Jersey",3675,44,2020-03-09,2020-03-18,2020-03-18,NA,2020-03-21,NA,2020-03-21,NA,"0",2020-04-08,2020-04-08,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-19,2020-04-24,2020-04-13,NA,2020-03-23,"0",2020-03-27,NA,2020-01-01,1,1,1,0,"1",1021.27,8908520,8723,"8,862","4.9","9.5","34.6","73,155",3675,8325,45,NA,NA,NA,NA,NA,NA,NA,"3298b6676fb93503cc4695dfd502db188db72854","2020-03-24T20:00:00Z",44,NA,12045,12000,12000,17,0,7966,831,8797,-46,-18,32,-60,-55,24,-57,-43,"NJ",3675,44
2020-03-24,35,"New Mexico",100,0,2020-03-11,2020-03-16,NA,2020-03-13,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,0,0,2020-03-19,NA,2020-03-19,NA,2020-03-19,NA,NA,2020-03-24,NA,2020-03-19,NA,2020-03-23,"0",2020-03-27,NA,NA,1,1,0,0,"0",17.23,2095428,121590,"3,241","6.1","19.5","39.4","18,365",83,5890,NA,NA,NA,NA,NA,NA,NA,NA,"01ee7963abb7aa5321d1d1ea06baaad72fc05588","2020-03-24T20:00:00Z",NA,NA,5973,5973,5973,0,0,569,18,587,-39,-7,5,-19,-43,17,-54,-38,"NM",100,0
2020-03-24,36,"New York",25681,512,2020-03-07,2020-03-18,NA,2020-03-13,2020-03-22,NA,2020-03-22,NA,"1",2020-04-17,2020-04-17,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-22,2020-03-22,NA,2020-03-13,2020-03-21,2020-03-26,"3/16/2020",2020-03-20,NA,2020-03-12,0,0,1,0,"0",358.21,19542209,54555,"92,091","5","13.6","36.9","154,358",25665,65605,NA,3343,3234,NA,NA,NA,NA,NA,"d6f0b735999481a6fec3c24c58d95bc9ba13a6b3","2020-03-24T20:00:00Z",210,3234,91270,91270,91270,96,599,8191,4790,12981,-53,-18,-16,-63,-56,25,-68,-56,"NY",25665,218
2020-03-24,37,"North Carolina",495,0,2020-03-10,2020-03-16,NA,2020-03-23,2020-03-30,NA,2020-03-30,NA,"1",NA,NA,1,1,2020-03-17,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,2020-03-19,NA,2020-03-23,"0",NA,NA,2020-03-17,1,1,0,0,"0",192.94,10383620,53819,"9,314","5","14","39","90,465",398,8141,NA,NA,NA,NA,NA,NA,NA,NA,"48a75030e4fdc67a802eb4afde3e104c229b4eca","2020-03-24T20:00:00Z",0,NA,8539,8539,8539,0,0,0,101,101,-31,-4,-8,-38,-34,15,-46,-33,"NC",399,0
2020-03-24,38,"North Dakota",36,0,2020-03-13,2020-03-16,NA,2020-04-06,NA,NA,NA,NA,"0",NA,NA,1,1,2020-03-20,2020-05-01,2020-03-20,2020-05-01,2020-03-20,2020-05-01,NA,NA,NA,NA,NA,2020-03-24,"0",NA,NA,2020-03-20,1,1,0,0,"0",10.75,760077,70698,"557","2.8","10.7","34.6","6,242",34,1454,NA,NA,5,NA,NA,NA,NA,NA,"4e468d07760eca0f47732febc8a8afab1800febe","2020-03-24T20:00:00Z",0,5,1488,1488,1488,0,1,101,4,105,-41,-9,4,-18,-30,16,-36,-20,"ND",36,0
2020-03-24,39,"Ohio",567,8,2020-03-09,2020-03-17,2020-03-26,2020-03-11,2020-03-24,NA,2020-03-24,2020-05-04,"0",NA,NA,1,1,2020-03-15,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-13,NA,2020-04-22,"0",2020-03-18,2020-05-01,2020-03-16,0,1,0,0,"0",260.77,11689442,44826,"10,345","4.9","13.9","39.8","119,572",564,140,NA,NA,145,NA,NA,NA,NA,NA,"63b5a22304ed473e83bfbf270a76c1032acea29e","2020-03-24T20:00:00Z",8,145,704,704,704,2,41,0,122,122,-51,-26,11,-31,-47,20,-58,-45,"OH",564,8
2020-03-24,4,"Arizona",326,5,2020-03-11,2020-03-16,NA,NA,2020-03-31,NA,2020-03-30,NA,"1",NA,NA,1,1,2020-03-20,NA,2020-03-20,NA,2020-03-20,NA,NA,2020-03-24,NA,NA,NA,2020-03-23,"0",2020-03-21,2020-05-01,2020-03-18,1,1,1,0,"1",62.91,7171646,113990,"10,007","5.4","14","39.1","56,645",357,313,22,NA,NA,NA,NA,NA,NA,NA,"e5040b6755e38071fb65133e5ff2fb1d49b41c70","2020-03-24T20:00:00Z",5,NA,692,670,670,3,0,4,92,96,-32,-9,0,-31,-39,15,-42,-30,"AZ",326,6
2020-03-24,40,"Oklahoma",106,3,2020-03-15,2020-03-17,NA,2020-03-16,NA,NA,2020-04-01,2020-04-24,"0",NA,NA,1,1,2020-04-01,2020-05-01,2020-04-01,2020-05-01,2020-04-01,2020-05-01,NA,NA,NA,NA,NA,2020-03-24,"0",2020-03-24,2020-04-24,2020-03-21,1,0,0,0,"0",56.41,3943079,69899,"3,944","4.4","15.6","40.8","39,276",106,735,NA,NA,25,NA,NA,NA,NA,NA,"6f7920a3fbf6e8734988631827d4e088b3e392e1","2020-03-24T20:00:00Z",3,25,841,841,841,1,10,41,25,66,-25,2,51,-14,-34,13,-34,-24,"OK",106,3
2020-03-24,41,"Oregon",210,8,2020-03-08,2020-03-16,2020-03-25,NA,2020-03-23,NA,NA,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-24,NA,2020-03-24,NA,2020-04-01,2020-03-22,NA,NA,NA,2020-03-25,"0",2020-03-18,2020-05-01,NA,1,1,1,0,"1",42.6,4190713,98379,"15,876","5","12.6","39.8","35,778",209,4350,NA,NA,61,NA,NA,NA,NA,NA,"48f6f90138b010e86974032f5c2c2831e7fb4a75","2020-03-24T20:00:00Z",8,61,4559,4559,4559,3,5,701,18,719,-47,-19,-17,-44,-47,18,-54,-45,"OR",209,8
2020-03-24,42,"Pennsylvania",946,8,2020-03-06,2020-03-16,2020-03-17,2020-03-17,2020-04-01,NA,2020-03-19,NA,"1",2020-04-19,2020-04-19,1,1,2020-03-17,NA,2020-03-19,NA,2020-03-19,NA,2020-03-18,2020-03-18,NA,2020-03-13,NA,2020-03-27,"0",2020-03-20,2020-04-27,2020-03-27,1,1,0,0,"0",278.09,12807060,46054,"13,199","4.9","12.2","39.8","133,040",851,8643,NA,NA,NA,NA,NA,NA,NA,NA,"ce0a280d338c6cb38fc09e23260c4a9d36b61a64","2020-03-24T20:00:00Z",7,NA,9494,9494,9494,1,0,2048,207,2255,-45,-19,10,-51,-51,21,-64,-53,"PA",851,7
2020-03-24,44,"Rhode Island",124,0,2020-03-09,2020-03-16,2020-03-16,2020-03-13,2020-03-28,NA,2020-03-30,NA,"0",2020-04-18,2020-04-18,1,1,2020-03-17,NA,2020-03-23,NA,2020-03-23,NA,2020-03-19,NA,NA,2020-03-16,NA,2020-03-25,"3/14/2020",NA,NA,2020-03-08,0,1,1,0,"1",684.35,1057315,1545,"1,055","5.5","12.9","38.3","9,735",124,1200,77,NA,NA,NA,NA,NA,NA,NA,"83b358e9dcb98725c3bf61a3b2beb27af76f6c0c","2020-03-24T20:00:00Z",NA,NA,1401,1324,1324,0,0,57,18,75,-40,-14,65,-55,-44,19,-50,-40,"RI",124,0
2020-03-24,45,"South Carolina",342,5,2020-03-13,2020-03-16,NA,2020-03-15,2020-04-07,NA,2020-04-01,2020-04-20,"0",NA,NA,1,1,2020-03-18,NA,2020-04-01,NA,2020-04-01,NA,2020-03-17,NA,NA,2020-03-18,NA,2020-03-30,"0",NA,NA,2020-03-19,1,0,0,0,"0",158.78,5084127,32020,"4,172","5.3","15.3","41.4","48,130",298,2012,NA,NA,NA,NA,NA,NA,NA,NA,"3ee6b47e4fe208a1a7422880f344f3f32f67679b","2020-03-24T20:00:00Z",5,NA,2310,2310,2310,0,0,546,0,546,-36,-9,-28,-23,-33,16,-43,-30,"SC",342,7
2020-03-24,46,"South Dakota",30,1,2020-03-13,2020-03-16,NA,NA,NA,NA,NA,NA,"0",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24,"0",2020-03-23,NA,NA,1,1,1,0,"0",11.44,882235,77116,"995","3","13.1","35.3","7,845",30,790,268,NA,NA,NA,NA,NA,NA,NA,"f1b660e61e0b8a627c426d7b62a346a72b2e7797","2020-03-24T20:00:00Z",1,NA,1088,820,820,0,0,28,2,30,-28,4,49,-12,-27,13,-17,-22,"SD",30,1
2020-03-24,47,"Tennessee",772,2,2020-03-12,2020-03-20,NA,2020-03-23,2020-04-02,NA,2020-04-01,NA,"1",NA,NA,1,1,2020-03-23,NA,2020-03-23,NA,2020-03-23,NA,NA,NA,NA,2020-03-31,NA,2020-03-30,"0",2020-03-24,2020-05-01,2020-03-19,1,1,1,0,"0",160.64,6770010,42144,"7467","5.5","15.3","41.6","67,857",667,10517,NA,NA,NA,NA,NA,NA,NA,NA,"4c9bb8e4a36f22b926ee84af65928e341d4fef89","2020-03-24T20:00:00Z",2,NA,11184,11184,11184,0,0,7245,52,7297,-39,-10,-29,-29,-38,17,-50,-33,"TN",679,2
2020-03-24,48,"Texas",955,12,2020-03-13,2020-03-23,NA,2020-03-21,NA,2020-04-27,2020-03-31,NA,"1",NA,NA,1,1,2020-03-21,2020-05-01,2020-03-21,NA,2020-03-31,2020-05-01,NA,2020-03-19,NA,2020-03-26,NA,2020-03-30,"0",2020-03-22,2020-04-21,2020-03-17,1,1,0,0,"0",106.86,28701845,268596,"25,848","4.9","14.9","34.8","191,966",410,10757,NA,NA,NA,NA,NA,NA,NA,NA,"f004eb8a9503c7e97a5fc6cd7c6d33278d7a4305","2020-03-24T20:00:00Z",9,NA,11167,11167,11167,1,0,1054,58,1112,-30,-1,-3,-32,-40,17,-45,-35,"TX",857,11
2020-03-24,49,"Utah",298,1,2020-03-06,2020-03-16,NA,2020-04-01,NA,NA,NA,NA,"0",NA,NA,1,1,2020-03-19,2020-05-01,NA,2020-05-01,NA,2020-05-01,NA,2020-04-01,NA,NA,NA,2020-04-10,"0",2020-03-25,2020-04-22,NA,0,1,0,0,"0",37.23,3161105,84897,"2,798","3.2","9","30","17,913",299,5524,NA,NA,NA,NA,NA,NA,NA,NA,"ded18a05ae98e3a2dd796af47b0463703d38fd1e","2020-03-24T20:00:00Z",1,NA,5823,5823,5823,0,0,734,42,776,-33,-4,27,-39,-41,17,-30,-21,"UT",298,1
2020-03-24,5,"Arkansas",219,2,2020-03-11,2020-03-17,NA,2020-03-13,NA,NA,NA,NA,"0",NA,NA,1,1,2020-03-19,NA,2020-03-20,NA,NA,NA,NA,NA,NA,2020-04-10,NA,2020-04-02,"0",2020-04-03,2020-04-27,2020-03-17,1,1,0,0,"0",56.67,3013825,53179,"2,717","4.5","17.2","43.5","31,756",218,947,NA,22,NA,NA,NA,NA,NA,NA,"d8534a438538284a464f1162c4502b3b09e3d903","2020-03-24T20:00:00Z",0,NA,1165,1165,1165,0,0,41,44,85,-30,-9,52,-17,-35,14,-49,-33,"AR",232,2
2020-03-24,50,"Vermont",95,7,2020-03-13,2020-03-18,2020-03-18,2020-03-13,2020-03-25,NA,2020-03-25,2020-04-27,"0",NA,2020-04-17,1,1,2020-03-17,NA,2020-03-23,NA,2020-03-25,NA,NA,NA,NA,2020-03-27,NA,2020-03-30,"3/20/2020",2020-03-20,NA,2020-03-13,1,1,1,0,"1",65.13,626299,9616,"1,089","3.8","11","39.1","5,909",95,1440,NA,NA,NA,NA,NA,NA,NA,NA,"a0057043daf21cd5b60d9e10d5109d9aa2dbb574","2020-03-24T20:00:00Z",7,NA,1535,1535,1535,2,0,334,20,354,-46,-21,-12,-39,-47,20,-59,-39,"VT",95,7
2020-03-24,51,"Virginia",293,9,2020-03-12,2020-03-16,NA,NA,2020-03-30,NA,NA,NA,"0",NA,NA,1,1,2020-03-25,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,2020-03-16,NA,2020-03-23,"0",2020-03-25,2020-05-01,2020-03-17,1,1,1,0,"0",199.13,8517685,42775,"5,783","4.2","10.7","35.9","66,473",290,4180,NA,NA,45,NA,NA,NA,NA,NA,"c50739256e2bff651beb24c7d3bf783301d228bd","2020-03-24T20:00:00Z",7,45,4470,4470,4470,1,7,737,36,773,-31,-7,29,-43,-42,17,-44,-33,"VA",290,7
2020-03-24,53,"Washington",2328,116,2020-02-29,2020-03-17,NA,2020-03-16,2020-03-23,NA,2020-03-25,NA,"0",NA,NA,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-18,2020-03-18,NA,2020-03-18,NA,2020-03-19,"3/10/2020",2020-03-19,2020-04-29,2020-03-18,1,1,0,0,"1",105.69,7535591,71298,"21577","4.3","10.3","35.1","54,769",2877,53341,NA,NA,NA,NA,NA,NA,NA,NA,"893787b99a64e7c7bd548ea871aec60751510ad1","2020-03-24T20:00:00Z",146,NA,56218,56218,56218,9,0,4849,381,5230,-41,-13,-3,-52,-49,20,-46,-38,"WA",2469,123
2020-03-24,54,"West Virginia",22,0,2020-03-16,2020-03-16,2020-03-26,NA,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,1,2020-03-18,NA,2020-03-19,NA,2020-03-24,NA,NA,NA,NA,NA,NA,2020-03-30,"0",2020-04-01,2020-04-20,2020-03-19,1,1,0,0,"0",74.53,1805832,24230,"1,397","5.8","17.8","49.3","22,732",20,610,0,NA,1,NA,NA,NA,NA,NA,"b1e8c04bf831d17f0262bc42ab7656b32f937f44","2020-03-24T20:00:00Z",0,1,630,630,630,0,0,166,4,170,-36,-11,5,-23,-37,13,-50,-41,"WV",39,0
2020-03-24,55,"Wisconsin",481,5,2020-03-12,2020-03-19,NA,NA,2020-03-25,NA,2020-03-25,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-25,NA,2020-03-25,NA,2020-03-27,2020-03-27,NA,2020-03-22,NA,2020-04-20,"0",NA,NA,NA,1,1,1,0,"0",88.76,5813568,65496,"4,538","3.2","11","36.5","51,815",457,8237,NA,NA,NA,NA,NA,NA,NA,NA,"f3b3b8071eeb99db0f8a0ba361cffbf1d17aa843","2020-03-24T20:00:00Z",5,NA,8694,8694,8694,0,0,1187,41,1228,-47,-16,43,-35,-41,19,-43,-40,"WI",481,5
2020-03-24,56,"Wyoming",29,0,2020-03-13,2020-03-19,2020-03-19,NA,NA,NA,NA,2020-04-28,"0",NA,2020-05-01,1,1,2020-03-19,NA,2020-03-19,2020-04-28,2020-03-19,NA,NA,NA,NA,NA,NA,2020-03-27,"0",NA,NA,2020-01-01,1,0,0,0,"0",5.91,577737,97813,"548","3.9","11.1","36.4","4,722",29,710,NA,NA,NA,NA,NA,NA,NA,NA,"98459e884507e1d53a1bdd0bc4cb1ab9ccd26ffc","2020-03-24T20:00:00Z",NA,NA,739,739,739,0,0,118,3,121,-31,0,12,-9,-33,13,-46,-29,"WY",37,0
2020-03-24,6,"California",2538,50,2020-03-04,NA,NA,NA,2020-03-19,NA,2020-03-19,NA,"0",NA,NA,1,0,2020-03-19,NA,2020-03-19,NA,2020-03-19,NA,2020-03-27,NA,NA,2020-04-02,NA,2020-03-23,"3/20/2020",2020-03-19,2020-04-22,2020-03-12,1,1,0,0,"1",241.65,39557045,163695,"151,278","5.5","12.8","33.3","262,240",2102,13452,12100,NA,NA,NA,NA,NA,NA,NA,"de4019ee1e7e99d093947ecd2a91c6093439f221","2020-03-24T20:00:00Z",40,NA,27654,15554,15554,13,0,885,369,1254,-42,-18,-31,-52,-50,22,-57,-46,"CA",2644,52
2020-03-24,66,"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,201,NA,5,NA,NA,NA,NA,NA,NA,"277343684f9e9751ef5a043c295d7c4da955a35e","2020-03-24T20:00:00Z",1,NA,233,233,233,0,0,40,3,43,NA,NA,NA,NA,NA,NA,NA,NA,"GU",32,1
2020-03-24,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-67,"PR",39,2
2020-03-24,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,268,42,NA,NA,NA,NA,NA,NA,NA,"a4422b62864b4880eb9b5ca60650238cb712aae5","2020-03-24T20:00:00Z",2,NA,349,307,307,0,0,79,8,87,NA,NA,NA,NA,NA,NA,NA,NA,"PR",39,2
2020-03-24,78,"Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43ac7cddd17387c1b7958570250a1d74710ce525","2020-03-24T20:00:00Z",NA,NA,17,17,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"VI",17,0
